ID,Suburb,WaterView,FloodingZone,LogDistance,LogLand,LogFloor,LogValue2022,,,Leg.Desc,Full Address,Lat,Long,Distance to Coast,Land Area,Floor Area,Value 2022,,,,,
142,Southshore,1,1,3.794814805,6.529418838,5.111987788,13.90510134,,,Lot 1 DP 28869,7 HERON ST,-43.5426796,172.7431377,44.47,685,166,"$1,093,726.62",,,,,
143,Southshore,0,1,4.843084116,6.320768294,4.615120517,13.51064362,,,Lot 1 DP 28936,143 ROCKING HORSE RD,-43.5507261,172.7480434,126.86,556,101,"$737,221.47",,,,,
144,New Brighton,0,0,5.70468207,6.003887067,4.204692619,13.07866605,,,Lot 1 DP 29015,7 HOWE ST,-43.5048023,172.7271256,300.27,405,67,"$478,621.82",,,,,
145,South New Brighton,0,0,5.676377019,6.715383386,4.49980967,13.35756401,,,Lot 1 DP 29098,363 ESTUARY RD,-43.5354735,172.7386714,291.89,825,90,"$632,581.29",,,,,
146,New Brighton,0,0,5.134091098,6.383506635,4.890349128,13.9459275,,,Lot 1 DP 29474,333 MARINE PD,-43.5190345,172.7345008,169.71,592,133,"$1,139,303.30",,,,,
147,New Brighton,0,0,7.089635072,6.638567789,4.787491743,12.83372001,,,Lot 1 DP 29724,103 PALMERS RD,-43.5004853,172.7142949,1199.47,764,120,"$374,639.69",,,,,
148,New Brighton,0,0,7.291622149,6.320768294,4.553876892,13.36151501,,,Lot 1 DP 30032,124 BOWER AV,-43.4989865,172.7105475,1467.95,556,95,"$635,085.56",,,,,
149,South New Brighton,0,0,5.156465742,6.695798917,5.379897354,13.93522215,,,Lot 1 DP 30102,33 CRADOCK ST,-43.5257841,172.7316077,173.55,809,217,"$1,127,171.72",,,,,
150,South New Brighton,0,0,5.68568639,6.17586727,4.17438727,13.35828806,,,Lot 1 DP 30138,239 ESTUARY RD,-43.5297212,172.7356987,294.62,481,65,"$633,039.48",,,,,
151,New Brighton,0,0,5.16564275,6.253828812,5.590986981,14.34324664,,,Lot 1 DP 301530,342 MARINE PD,-43.5199489,172.7349258,175.15,520,268,"$1,695,090.42",,,,,
152,New Brighton,0,0,6.262578879,6.226536669,4.615120517,13.16418822,,,Lot 1 DP 301780,9 CONVOY ST,-43.5066596,172.7252377,524.57,506,101,"$521,355.91",,,,,
153,South New Brighton,0,0,5.715480452,6.12905021,5.099866428,13.52272232,,,Lot 1 DP 301948,289 PINE AV,-43.5312222,172.7381589,303.53,459,164,"$746,180.14",,,,,
154,New Brighton,0,0,6.579445638,6.91968385,4.700480366,13.32998047,,,Lot 1 DP 301968,131 BOWHILL RD,-43.4970428,172.7191501,720.14,1012,110,"$615,370.91",,,,,
155,South New Brighton,0,0,5.483343596,7.180069874,4.605170186,13.6858488,,,Lot 1 DP 303028,226 ESTUARY RD,-43.5293988,172.7351222,240.65,1313,100,"$878,392.49",,,,,
156,South New Brighton,0,0,5.295613715,6.040254711,4.804021045,13.36152811,,,Lot 1 DP 303656,200 ESTUARY RD,-43.5284991,172.7347101,199.46,420,122,"$635,093.88",,,,,
157,New Brighton,0,0,6.03954017,6.274762021,4.86753445,13.47042934,,,Lot 1 DP 303693,157 SHAW AV,-43.5053084,172.7257897,419.7,531,130,"$708,162.83",,,,,
158,North New Brighton,0,0,6.137381422,6.756932389,5.347107531,13.24463435,,,Lot 1 DP 30391,81 CYGNET ST,-43.4945648,172.7214157,462.84,860,210,"$565,030.14",,,,,
159,New Brighton,0,0,7.187324531,6.461468176,4.406719247,13.08088018,,,Lot 1 DP 304309,151 PALMERS RD,-43.5027081,172.7136778,1322.56,640,82,"$479,682.73",,,,,
160,New Brighton,0,0,5.068589687,6.142037406,5.247024072,13.62313867,,,Lot 1 DP 30469,353 MARINE PD,-43.521031,172.7353599,158.95,465,190,"$825,000.00",,,,,
161,New Brighton,0,0,6.158376314,6.395261598,4.510859507,13.39111795,,,Lot 1 DP 3064,8 ESTUARY RD,-43.519645,172.730949,472.66,599,91,"$654,167.00",,,,,
162,New Brighton,0,0,6.118405521,6.317164687,5.176149733,13.64853461,,,Lot 1 DP 306741,21 BLAKE ST,-43.5225577,172.730845,454.14,554,177,"$846,219.96",,,,,
163,South New Brighton,0,0,5.275969503,6.109247583,5.017279837,13.68563362,,,Lot 1 DP 307860,192 ESTUARY RD,-43.5281403,172.734589,195.58,450,151,"$878,203.50",,,,,
164,New Brighton,0,0,4.744149213,6.37502482,5.141663557,13.11725721,,,Lot 1 DP 307983,266 MARINE PD,-43.5122751,172.7327319,114.91,587,171,"$497,453.42",,,,,
165,Southshore,0,1,4.679163866,6.898714534,4.700480366,13.18179573,,,Lot 1 DP 30882,160 ROCKING HORSE RD,-43.5523719,172.7484523,107.68,991,110,"$530,616.99",,,,,
166,New Brighton,0,0,7.349687312,6.33150185,4.605170186,13.06786613,,,Lot 1 DP 30903,72 BOWER AV,-43.5008876,172.7102509,1555.71,562,100,"$473,480.56",,,,,
167,Southshore,0,1,5.060567663,6.668228248,5.323009979,13.77650284,,,Lot 1 DP 309495,103 A ROCKING HORSE RD,-43.5471089,172.7466338,157.68,787,205,"$961,743.29",,,,,
168,New Brighton,0,0,6.973926841,6.33150185,4.718498871,13.64280056,,,Lot 1 DP 311403,34 BAKER ST,-43.4990952,172.7157788,1068.41,562,112,"$841,381.58",,,,,
169,New Brighton,0,0,7.139279613,6.186208624,4.605170186,12.76351575,,,Lot 1 DP 312275,67 ROOKWOOD AV,-43.4954396,172.7119113,1260.52,486,100,"$349,240.39",,,,,
170,New Brighton,0,0,6.941373791,6.11146734,4.644390899,13.4441016,,,Lot 1 DP 312771,32 SINCLAIR ST,-43.5028216,172.7173062,1034.19,451,104,"$689,761.80",,,,,
171,South New Brighton,0,0,5.871441505,6.115892125,4.521788577,13.33472893,,,Lot 1 DP 313439,33 BRIDGE ST,-43.5230664,172.7338543,354.76,453,92,"$618,299.92",,,,,
172,North New Brighton,0,0,5.952879632,6.154858094,4.574710979,13.2343812,,,Lot 1 DP 317147,67 BRITANNIA ST,-43.489339,172.7205332,384.86,471,97,"$559,266.40",,,,,
173,South New Brighton,0,0,5.870002879,6.109247583,5.170483995,13.77029628,,,Lot 1 DP 318240,116 B PINE AV,-43.5236488,172.7338434,354.25,450,176,"$955,792.65",,,,,
174,New Brighton,0,1,6.192137515,6.519147288,5.075173815,11.96735163,,,Lot 1 DP 3187,158 UNION ST,-43.516634,172.7294041,488.89,678,160,"$157,526.92",,,,,
175,North New Brighton,0,0,4.422928626,6.756932389,5.141663557,13.63828183,,,"Lot 1 DP 3253, Pt Lot 3 DP 3253",58 MARINE PD,-43.4919686,172.7252954,83.34,860,171,"$837,588.19",,,,,
176,New Brighton,0,0,6.668698278,6.967909202,5.347107531,13.70962544,,,Lot 1 DP 3275,30 GRANTLEY ST,-43.4979094,172.7188535,787.37,1062,210,"$899,527.98",,,,,
177,South New Brighton,0,0,5.678396288,6.343880434,4.86753445,13.33872002,,,Lot 1 DP 328803,377 PINE AV,-43.5348033,172.7397559,292.48,569,130,"$620,772.55",,,,,
178,South New Brighton,0,0,5.847276574,6.109247583,5.062595033,13.12169181,,,Lot 1 DP 329568,308 ESTUARY RD,-43.5335131,172.7369446,346.29,450,158,"$499,664.33",,,,,
179,South New Brighton,0,0,5.415566927,6.419994928,3.988984047,11.97505839,,,Lot 1 DP 329627,117 A BRIDGE ST,-43.5244477,172.7298011,224.88,614,54,"$158,745.63",,,,,
180,Southshore,0,1,5.20926755,6.410174882,4.127134385,13.3437738,,,Lot 1 DP 33117,180 ROCKING HORSE RD,-43.5541955,172.7491833,182.96,608,62,"$623,917.73",,,,,
181,Waimairi Beach,0,0,5.71036079,6.418364936,5.407171771,13.88929747,,,Lot 1 DP 331377,8 SANDALWOOD PL,-43.4775253,172.7182096,301.98,613,223,"$1,076,577.38",,,,,
182,South New Brighton,0,0,5.6338606,6.29156914,4.795790546,13.60581337,,,Lot 1 DP 33256,167 PINE AV,-43.5258498,172.7358651,279.74,540,121,"$810,829.74",,,,,
183,South New Brighton,0,0,5.76663207,6.001414878,4.158883083,13.0214908,,,Lot 1 DP 33521,246 PINE AV,-43.5293808,172.7369857,319.46,404,64,"$452,024.11",,,,,
184,New Brighton,0,0,5.984716832,5.891644212,4.9698133,13.40275188,,,Lot 1 DP 3354,49 UNION ST,-43.5101327,172.7283958,397.31,362,144,"$661,821.98",,,,,
185,New Brighton,0,0,7.147228768,6.335054251,5.043425117,13.28163408,,,Lot 1 DP 33671,92 PALMERS RD,-43.4997413,172.7134079,1270.58,564,155,"$586,327.67",,,,,
186,New Brighton,0,0,6.945417085,6.248042875,4.418840608,12.73274409,,,Lot 1 DP 33817,53 SINCLAIR ST,-43.503983,172.7176861,1038.38,517,83,"$338,657.34",,,,,
187,South New Brighton,0,0,5.272948275,6.206575927,4.770684624,13.64377387,,,Lot 1 DP 339839,196 ESTUARY RD,-43.5282603,172.7346177,194.99,496,118,"$842,200.91",,,,,
188,New Brighton,0,0,5.256609563,6.436150368,5.480638923,13.65848454,,,Lot 1 DP 34036,43 ORAM AV,-43.5095662,172.7305219,191.83,624,240,"$854,681.82",,,,,
189,South New Brighton,0,0,5.587286111,6.304448802,4.700480366,13.57107328,,,Lot 1 DP 340596,227 ESTUARY RD,-43.5291023,172.7355036,267.01,547,110,"$783,145.11",,,,,
190,New Brighton,0,1,5.819964229,6.801283034,5.093750201,13.38694127,,,Lot 1 DP 34189,45 BLAKE ST,-43.522454,172.7293627,336.96,899,163,"$651,440.45",,,,,
191,New Brighton,0,0,6.957725699,6.473890696,5.192956851,13.2437568,,,Lot 1 DP 34193,2 BAKER ST,-43.497825,172.7155539,1051.24,648,180,"$564,534.51",,,,,
192,North New Brighton,0,0,6.839754772,6.054439346,4.262679877,12.59297844,,,Lot 1 DP 341976,12 WOODGROVE AV,-43.491927,172.7145828,934.26,426,71,"$294,483.55",,,,,
193,New Brighton,0,0,7.110100027,6.469250317,5.288267031,13.60173054,,,Lot 1 DP 343043,134 A BAKER ST,-43.5036858,172.714986,1224.27,645,198,"$807,526.01",,,,,
194,New Brighton,0,0,7.140460967,6.862757913,4.49980967,12.61982569,,,Lot 1 DP 34317,164 BAKER ST,-43.5050707,172.7153476,1262.01,956,90,"$302,496.71",,,,,
195,North New Brighton,0,0,5.967530397,6.395261598,4.700480366,13.5844963,,,Lot 1 DP 34349,35 BRITANNIA ST,-43.4880251,172.72006,390.54,599,110,"$793,728.15",,,,,
196,South New Brighton,0,0,5.610130919,6.137727054,4.787491743,13.4930669,,,Lot 1 DP 34555,355 PINE AV,-43.5339467,172.7393698,273.18,463,120,"$724,376.74",,,,,
197,Southshore,1,1,4.194943761,6.238324625,4.836281907,13.47725994,,,Lot 1 DP 34634,16 ROCKING HORSE RD,-43.5394674,172.7424825,66.35,512,126,"$713,016.57",,,,,
198,New Brighton,0,0,7.013744597,6.109247583,5.153291594,13.2421392,,,Lot 1 DP 346400,68 A BAKER ST,-43.5007797,172.7156851,1111.81,450,173,"$563,622.06",,,,,
199,New Brighton,0,0,6.945388194,6.293419279,4.736198448,13.48651589,,,Lot 1 DP 34698,46 SINCLAIR ST,-43.5033726,172.7172925,1038.35,541,114,"$719,646.86",,,,,
200,South New Brighton,0,0,5.641410494,6.570882962,4.787491743,13.64049548,,,Lot 1 DP 34852,131 PINE AV,-43.5243095,172.7352321,281.86,714,120,"$839,444.37",,,,,
201,South New Brighton,0,0,5.120505625,6.556778356,4.700480366,13.60844897,,,Lot 1 DP 34935,127 BRIDGE ST,-43.5242837,172.7285494,167.42,704,110,"$812,969.58",,,,,
202,New Brighton,0,0,7.107793957,6.320768294,4.442651256,13.1460799,,,Lot 1 DP 35094,146 BAKER ST,-43.5043603,172.7154194,1221.45,556,85,"$512,000.00",,,,,
203,New Brighton,0,0,6.953770167,6.156978986,4.605170186,13.37566262,,,Lot 1 DP 35179,50 SINCLAIR ST,-43.5035543,172.7172836,1047.09,472,100,"$644,134.36",,,,,
204,South New Brighton,0,0,5.908924975,6.206575927,4.521788577,12.91098066,,,Lot 1 DP 353516,257 ESTUARY RD,-43.5306361,172.7361399,368.31,496,92,"$404,732.11",,,,,
205,New Brighton,0,0,5.274690436,5.225746674,4.912654886,13.80603857,,,Lot 1 DP 353658,51 KEPPEL ST,-43.5053462,172.7289647,195.33,186,136,"$990,572.73",,,,,
206,South New Brighton,0,0,5.910823744,6.327936784,4.624972813,13.56612519,,,Lot 1 DP 35512,374 PINE AV,-43.5349119,172.7393614,369.01,560,102,"$779,279.61",,,,,
207,South New Brighton,1,0,5.13938025,6.64898455,4.882801923,13.68197917,,,Lot 1 DP 35541,512 MARINE PD,-43.53502,172.741399,170.61,772,132,"$875,000.00",,,,,
208,New Brighton,0,1,6.194874669,6.109247583,4.605170186,13.36811569,,,Lot 1 DP 35666,134 UNION ST,-43.5153508,172.7290821,490.23,450,100,"$639,291.42",,,,,
209,South New Brighton,0,0,5.632429678,6.388561406,4.934473933,13.47880913,,,Lot 1 DP 35670,369 PINE AV,-43.5344311,172.7395959,279.34,595,139,"$714,122.03",,,,,
210,New Brighton,0,0,6.925555904,6.293419279,4.574710979,12.86935111,,,Lot 1 DP 356820,24 SINCLAIR ST,-43.5025332,172.7173419,1017.96,541,97,"$388,229.18",,,,,
211,New Brighton,0,1,6.619112745,6.126869184,5.497168225,13.31218316,,,Lot 1 DP 35784,162 SEAVIEW RD,-43.5085478,172.7229938,749.28,458,244,"$604,515.84",,,,,
212,New Brighton,0,1,6.104011677,6.224558429,4.941642423,13.11165136,,,Lot 1 DP 35911,24 BLAKE ST,-43.5217453,172.730342,447.65,505,140,"$494,672.57",,,,,
213,New Brighton,0,0,7.400883219,6.416732283,5.123963979,13.64709191,,,Lot 1 DP 360457,188 TRAVIS RD,-43.4941464,172.7064342,1637.43,612,168,"$845,000.00",,,,,
214,New Brighton,0,1,6.147484907,6.001414878,4.110873864,13.22089538,,,Lot 1 DP 36085,18 FALCON ST,-43.5209518,172.7297415,467.54,404,61,"$551,774.86",,,,,
215,New Brighton,0,0,7.10824414,6.045005314,4.094344562,12.07988266,,,Lot 1 DP 36109,167 BAKER ST,-43.5054732,172.7157665,1222,422,60,"$176,289.47",,,,,
216,Southshore,0,1,4.900299459,6.368187186,5.192956851,13.86394649,,,Lot 1 DP 36234,88 ROCKING HORSE RD,-43.5463548,172.7454204,134.33,583,180,"$1,049,628.12",,,,,
217,Southshore,0,1,4.595826671,6.230481448,4.682131227,12.60866242,,,Lot 1 DP 36429,142 ROCKING HORSE RD,-43.5508125,172.7477118,99.07,508,108,"$299,138.64",,,,,
218,North New Brighton,0,0,5.516649361,6.126869184,4.605170186,13.37080247,,,Lot 1 DP 365419,29 BEACH RD,-43.4863968,172.7214136,248.8,458,100,"$641,011.37",,,,,
219,New Brighton,0,0,6.838373046,6.386879319,5.010635294,12.54593825,,,Lot 1 DP 36670,338 KEYES RD,-43.5056065,172.7194225,932.97,594,150,"$280,951.76",,,,,
220,New Brighton,0,1,5.266775099,6.318968114,4.736198448,13.48413115,,,Lot 1 DP 36765,106 BRIDGE ST,-43.523943,172.7286878,193.79,555,114,"$717,932.73",,,,,
221,New Brighton,0,0,5.395852342,5.991464547,4.49980967,13.37866679,,,Lot 1 DP 36774,72 ORAM AV,-43.5108927,172.7306043,220.49,400,90,"$646,072.36",,,,,
222,North New Brighton,0,0,7.112995518,6.109247583,5.187385806,13.03451703,,,Lot 1 DP 367963,83 A ASCOT AV,-43.4904708,172.7104329,1227.82,450,179,"$457,950.80",,,,,
223,New Brighton,0,0,5.551912525,6.577861358,5.003946306,13.49670759,,,Lot 1 DP 36889,20 JERVOIS ST,-43.5183235,172.7329813,257.73,719,149,"$727,018.78",,,,,
224,New Brighton,0,0,7.000525873,6.393590754,4.8978398,13.72284327,,,Lot 1 DP 36940,89 SINCLAIR ST,-43.5055451,172.71753,1097.21,598,134,"$911,496.71",,,,,
225,Southshore,0,1,4.888618308,6.401917197,4.890349128,13.85604899,,,Lot 1 DP 37149,62 ROCKING HORSE RD,-43.543663,172.7440899,132.77,603,133,"$1,041,371.33",,,,,
226,New Brighton,0,0,7.023839094,6.313548046,4.787491743,13.2490418,,,Lot 1 DP 371607,47 ROOKWOOD AV,-43.4957776,172.7135134,1123.09,552,120,"$567,525.98",,,,,
227,New Brighton,0,0,5.935211606,6.408528791,4.859812404,13.25339164,,,Lot 1 DP 372366,39 TOVEY ST,-43.5174232,172.731273,378.12,607,129,"$570,000.00",,,,,
228,New Brighton,0,0,5.08456706,6.079933195,4.941642423,13.36237967,,,Lot 1 DP 37265,330 MARINE PD,-43.5186811,172.7343712,161.51,437,140,"$635,634.93",,,,,
229,New Brighton,0,0,7.046412263,6.593044534,5.117993812,13.62234983,,,Lot 1 DP 373515,42 ROOKWOOD AV,-43.4953488,172.713421,1148.73,730,167,"$824,349.47",,,,,
230,South New Brighton,0,0,5.619965989,6.383506635,5.472270674,13.98056804,,,Lot 1 DP 37446,373 PINE AV,-43.5346071,172.7398072,275.88,592,238,"$1,179,460.92",,,,,
231,New Brighton,0,0,6.860705599,6.298949247,4.382026635,13.2073691,,,Lot 1 DP 3764,166 KEYES RD,-43.4983231,172.7168032,954.04,544,80,"$544,361.65",,,,,
232,New Brighton,0,0,6.818344662,6.079933195,4.248495242,13.18179573,,,Lot 1 DP 37679,276 KEYES RD,-43.50302,172.718752,914.47,437,70,"$530,616.99",,,,,
233,New Brighton,0,0,7.203948528,6.040254711,4.744932128,13.22261773,,,Lot 1 DP 377730,181 PALMERS RD,-43.5040479,172.7135814,1344.73,420,115,"$552,726.03",,,,,
234,North New Brighton,0,0,7.024426586,6.214608098,4.158883083,13.38114443,,,Lot 1 DP 38509,19 MARRIOTTS RD,-43.4923778,172.712302,1123.75,500,64,"$647,675.08",,,,,
235,North New Brighton,0,0,6.883319134,6.413458957,5.480638923,12.00265542,,,Lot 1 DP 385195,7 WOODGROVE AV,-43.4922621,172.7142258,975.86,610,240,"$163,187.55",,,,,
236,New Brighton,0,0,5.399338481,6.11146734,4.941642423,13.28088663,,,Lot 1 DP 386567,102 ORAM AV,-43.5122129,172.7311131,221.26,451,140,"$585,889.59",,,,,
237,New Brighton,0,0,6.026179934,6.442540166,4.86753445,13.21357698,,,Lot 1 DP 38660,75 ESTUARY RD,-43.522553,172.7326174,414.13,628,130,"$547,751.49",,,,,
238,South New Brighton,0,0,5.931369473,6.338594078,4.430816799,13.2305859,,,Lot 1 DP 38805,262 ESTUARY RD,-43.5310837,172.7358424,376.67,566,84,"$557,147.83",,,,,
239,New Brighton,0,0,5.485626465,6.317164687,5.192956851,13.16768982,,,Lot 1 DP 38969,68 BLAKE ST,-43.5224997,172.7279059,241.2,554,180,"$523,184.69",,,,,
240,South New Brighton,0,0,5.324180026,6.214608098,4.276666119,13.34496996,,,Lot 1 DP 38975,204 ESTUARY RD,-43.5286049,172.7347836,205.24,500,72,"$624,664.48",,,,,
241,New Brighton,0,0,5.092461027,6.610696045,5.480638923,13.45622045,,,Lot 1 DP 39041,320 MARINE PD,-43.5179882,172.7340619,162.79,743,240,"$698,171.78",,,,,
242,New Brighton,0,0,6.588403645,5.869296913,4.955827058,13.31705249,,,Lot 1 DP 390635,115 HAWKE ST,-43.5077151,172.7231995,726.62,354,142,"$607,466.61",,,,,
243,Southshore,0,1,5.084257434,6.135564891,5.429345629,13.60788013,,,Lot 1 DP 392637,111 A ROCKING HORSE RD,-43.547805,172.7471596,161.46,462,228,"$812,507.26",,,,,
244,Southshore,1,1,4.575844357,6.543911846,5.247024072,13.77656306,,,Lot 1 DP 39313,76 ROCKING HORSE RD,-43.544926,172.7446944,97.11,695,190,"$961,801.20",,,,,
245,New Brighton,1,1,6.706911235,5.860786223,4.584967479,12.23136819,,,Lot 1 DP 393597,15 OWLES TC,-43.5099136,172.7225546,818.04,351,98,"$205,123.64",,,,,
246,Waimairi Beach,0,0,5.417610373,6.306275287,5.293304825,13.93263373,,,Lot 1 DP 394173,100 ASTON DR,-43.4770439,172.7189753,225.34,548,199,"$1,124,257.90",,,,,
247,New Brighton,0,1,6.124158089,6.102558595,4.553876892,13.15004703,,,Lot 1 DP 39847,169 UNION ST,-43.517002,172.7300709,456.76,447,95,"$514,035.20",,,,,
248,North New Brighton,0,0,7.105441525,6.359573869,4.727387819,13.41312297,,,Lot 1 DP 39923,160 BEACH RD,-43.4862145,172.7092454,1218.58,578,113,"$668,721.50",,,,,
249,New Brighton,0,0,6.107445961,6.226536669,4.941642423,13.11298657,,,Lot 1 DP 3997,153 SHAW AV,-43.5046096,172.7254814,449.19,506,140,"$495,333.51",,,,,
250,South New Brighton,0,0,5.559604128,6.095824562,4.700480366,13.47982804,,,Lot 1 DP 400011,221 ESTUARY RD,-43.5289736,172.7354371,259.72,444,110,"$714,850.02",,,,,
251,New Brighton,0,0,7.224192433,7.094234846,5.424950017,13.20096781,,,Lot 1 DP 40015,152 PALMERS RD,-43.502154,172.7130429,1372.23,1205,227,"$540,888.16",,,,,
252,New Brighton,0,0,6.013274961,6.340359304,5.257495372,13.94492121,,,Lot 1 DP 400169,82 BRIDGE ST,-43.523093,172.7310125,408.82,567,192,"$1,138,157.42",,,,,
253,North New Brighton,0,0,6.083200164,6.91968385,5.010635294,13.6016154,,,Lot 1 DP 40032,66 PACIFIC RD,-43.4902003,172.7202365,438.43,1012,150,"$807,433.04",,,,,
254,New Brighton,0,0,7.335334067,6.222576268,4.718498871,12.79336871,,,Lot 1 DP 400521,109 BOWER AV,-43.4995191,172.7100169,1533.54,504,112,"$359,823.43",,,,,
255,New Brighton,0,0,6.946408523,5.783825182,4.753590191,12.36471978,,,Lot 1 DP 404671,50 A SINCLAIR ST,-43.5037573,172.7175176,1039.41,325,116,"$234,384.87",,,,,
256,North New Brighton,0,0,6.642434649,6.003887067,4.663439094,13.18901712,,,Lot 1 DP 40744,9 GRANTLEY ST,-43.4965829,172.7186304,766.96,405,106,"$534,462.65",,,,,
257,Southshore,0,1,4.480400299,6.120297419,4.605170186,13.56020361,,,Lot 1 DP 40820,136 ROCKING HORSE RD,-43.5503085,172.7474534,88.27,455,100,"$774,678.68",,,,,
258,Waimairi Beach,0,0,5.830033261,6.173786104,4.787491743,13.76479504,,,Lot 1 DP 409146,28 BEACH RD,-43.486085,172.7202478,340.37,480,120,"$950,549.05",,,,,
259,New Brighton,0,0,7.096025772,6.597145702,4.442651256,12.47061597,,,Lot 1 DP 410661,165 BAKER ST,-43.5052443,172.7158287,1207.16,733,85,"$260,567.17",,,,,
260,North New Brighton,0,0,7.052011455,6.396929655,4.8978398,12.71747605,,,Lot 1 DP 41270,258 BOWER AV,-43.4913262,172.7117024,1155.18,600,134,"$333,525.98",,,,,
261,Southshore,0,1,5.298667305,6.634633358,5.438079309,13.21219744,,,Lot 1 DP 41396,12 C TERN ST,-43.5520231,172.7494671,200.07,761,230,"$546,996.37",,,,,
262,New Brighton,0,0,5.502930281,5.703782475,5.187385806,13.80620485,,,Lot 1 DP 413989,32 LONSDALE ST,-43.5033169,172.727338,245.41,300,179,"$990,737.45",,,,,
263,New Brighton,0,0,7.343730193,6.333279628,4.094344562,13.1419741,,,Lot 1 DP 41504,78 BOWER AV,-43.5007409,172.7102725,1546.47,563,60,"$509,902.14",,,,,
264,Southshore,0,1,4.523200623,6.126869184,5.298317367,13.41503299,,,Lot 1 DP 41775,134 ROCKING HORSE RD,-43.5501296,172.7473637,92.13,458,200,"$670,000.00",,,,,
265,New Brighton,0,1,6.74795031,6.967909202,5.010635294,13.66378963,,,Lot 1 DP 41799,374 KEYES RD,-43.5068749,172.7208779,852.31,1062,150,"$859,228.03",,,,,
266,New Brighton,0,0,7.066270705,6.28785856,4.382026635,13.05301494,,,Lot 1 DP 42176,104 BAKER ST,-43.5023797,172.7155395,1171.77,538,80,"$466,500.77",,,,,
267,New Brighton,0,0,7.16596477,6.11368218,4.59511985,12.7843294,,,Lot 1 DP 422925,159 A PALMERS RD,-43.5028375,172.7141545,1294.61,452,99,"$356,585.53",,,,,
268,North New Brighton,0,0,6.994648316,6.872128101,5.318119994,12.89938481,,,Lot 1 DP 42299,82 MARRIOTTS RD,-43.4951344,172.7140786,1090.78,965,204,"$400,066.00",,,,,
269,New Brighton,0,0,5.196173893,6.182084907,5.147494477,13.70948836,,,Lot 1 DP 42454,326 MARINE PD,-43.5185018,172.7342893,180.58,484,172,"$899,404.68",,,,,
270,North New Brighton,0,0,7.122019526,6.450470422,4.418840608,13.48307884,,,Lot 1 DP 42686,34 FLEMINGTON AV,-43.4885194,172.7096197,1238.95,633,83,"$717,177.63",,,,,
271,New Brighton,0,0,5.331074931,5.802118375,5.33753808,13.72929098,,,Lot 1 DP 427066,24 LONSDALE ST,-43.5029455,172.7276281,206.66,331,208,"$917,392.77",,,,,
272,South New Brighton,0,0,5.352663496,6.22059017,5.105945474,13.39882871,,,Lot 1 DP 43078,206 ESTUARY RD,-43.5287722,172.7348554,211.17,503,165,"$659,230.62",,,,,
273,New Brighton,0,0,6.990044692,6.17586727,5.187385806,13.56998184,,,Lot 1 DP 430814,69 A BAKER ST,-43.5008238,172.7160809,1085.77,481,179,"$782,290.82",,,,,
274,New Brighton,0,1,5.337730369,7.060476366,5.147494477,13.680934,,,Lot 1 DP 43425,65 BLAKE ST,-43.5228129,172.7278258,208.04,1165,172,"$874,085.96",,,,,
275,New Brighton,0,0,6.043867226,6.274762021,4.86753445,13.37103773,,,Lot 1 DP 4370,191 UNION ST,-43.5182049,172.7309357,421.52,531,130,"$641,162.19",,,,,
276,New Brighton,0,0,5.233138641,6.23636959,4.812184355,13.51220387,,,Lot 1 DP 4392,23 KEPPEL ST,-43.5041267,172.7284097,187.38,511,123,"$738,372.61",,,,,
277,New Brighton,0,0,5.028802598,6.634633358,4.927253685,13.03592978,,,Lot 1 DP 44157,11 LONSDALE ST,-43.5030627,172.728468,152.75,761,138,"$458,598.23",,,,,
278,New Brighton,0,0,5.243861181,5.780743516,5.075173815,13.75154982,,,Lot 1 DP 443263,61 C ORAM AV,-43.5104554,172.7309361,189.4,324,160,"$938,041.83",,,,,
279,New Brighton,0,0,5.408381801,7.095893221,5.017279837,14.0309948,,,Lot 1 DP 44580,64 ORAM AV,-43.5107206,172.7305328,223.27,1207,151,"$1,240,462.44",,,,,
280,New Brighton,0,0,4.55039716,6.6147256,6.447305863,13.17049186,,,Lot 1 DP 4513,142 MARINE PD,-43.4997831,172.7279362,94.67,746,631,"$524,652.73",,,,,
281,New Brighton,0,0,5.787786556,6.320768294,4.96284463,13.54846369,,,Lot 1 DP 45371,16 HOWE ST,-43.5051902,172.7269568,326.29,556,143,"$765,637.19",,,,,
